chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL11359,CISPLATIN,Not available,"head and neck squamous cell carcinoma; carcinoma; neoplasm; squamous cell carcinoma; melanoma; cervical carcinoma; cervical adenocarcinoma; non-small cell lung carcinoma; nasopharyngeal neoplasm; upper aerodigestive tract neoplasm; breast carcinoma; gastric carcinoma; bladder tumor; stomach neoplasm; metastatic melanoma; esophageal carcinoma; hepatocellular carcinoma; osteosarcoma; small cell lung carcinoma; sarcoma; breast neoplasm; Mantle cell lymphoma; lung carcinoma; neoplasm of mature B-cells; Hodgkins lymphoma; unspecified peripheral T-cell lymphoma; adenocarcinoma; angioimmunoblastic T-cell lymphoma; central nervous system cancer; cutaneous melanoma; diffuse large B-cell lymphoma; gastric adenocarcinoma; germ cell tumor; leukemia; lymphoma; mesothelioma; neuroblastoma; renal cell carcinoma; squamous cell lung carcinoma; malignant pleural mesothelioma; malaria; ovarian carcinoma; multiple myeloma; liver disease; pancreatic ductal adenocarcinoma; pancreatic carcinoma; thymus neoplasm; medulloblastoma; anaplastic large cell lymphoma; laryngeal neoplasm; salivary gland neoplasm; uterine neoplasm; urogenital neoplasm; mouth neoplasm; tongue neoplasm; biliary tract neoplasm; ovarian neoplasm; colorectal neoplasm; testicular neoplasm; gallbladder neoplasm; testicular carcinoma; cholangiocarcinoma; primitive neuroectodermal tumor; triple-negative breast cancer; colorectal cancer; esophageal squamous cell carcinoma; non-Hodgkins lymphoma; head and neck malignant neoplasia; Chemotherapy-induced nausea and vomiting; Hepatoblastoma; Thymoma; inflammatory breast carcinoma; ""Lymphoma, AIDS-Related""; Merkel cell skin cancer; oropharynx cancer; gallbladder carcinoma; intrahepatic cholangiocarcinoma; soft tissue sarcoma; myelodysplastic syndrome; endometrioid carcinoma; lung adenocarcinoma; brain neoplasm; basal cell carcinoma; carcinoid tumor; pharynx cancer; undifferentiated carcinoma; urothelial carcinoma; pleural effusion; metastasis; Fallopian Tube Carcinoma; Thymic Carcinoma; adrenal cortex carcinoma; peritoneal neoplasm; oral mucositis; colorectal carcinoma; Nausea and vomiting; ganglioneuroblastoma; hypopharyngeal carcinoma; kidney disease; anemia (phenotype); mediastinal cancer; pancreatic endocrine carcinoma; stomatitis; gastrointestinal disease; ovarian serous cystadenocarcinoma; Central Nervous System Neoplasm; Ovarian Embryonal Carcinoma; Ovarian Yolk Sac Tumor; Testicular Choriocarcinoma; Testicular Yolk Sac Tumor; mucositis; hilar cholangiocarcinoma; gastric cancer; urinary bladder cancer; penile cancer; vulva cancer; brain cancer; anus cancer; head and neck carcinoma; peritoneum cancer; thyroid cancer; neuroendocrine carcinoma; fallopian tube cancer; laryngeal carcinoma; kidney cancer; teratoma; liver cancer; uterine cancer; cervical cancer; seminoma; biliary tract cancer; anal carcinoma; childhood ependymoma; childhood germ cell tumor; urethra cancer; salivary gland cancer; gallbladder cancer; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; lung cancer; classic Hodgkin lymphoma; endometrial cancer; anaplastic ependymoma; choroid plexus neoplasm; adult T-cell leukemia/lymphoma; extranodal nasal NK/T cell lymphoma; lung neoplasm; malignant tumor of neck; neoplasm of esophagus; neoplasm of oropharynx; ovarian sex cord-stromal tumor; oropharyngeal carcinoma; oral squamous cell carcinoma; colorectal adenocarcinoma; rhabdomyosarcoma; paranasal sinus neoplasm; endometrial neoplasm; oral cavity cancer; head and neck neoplasia; laryngeal squamous cell carcinoma; digestive system neoplasm; xerostomia; hypopharyngeal squamous cell carcinoma; oropharynx squamous cell carcinoma; malignant glioma; differentiated thyroid carcinoma; skin cancer; female reproductive system neoplasm; large cell lung carcinoma; pancreatic neoplasm; glioma; urinary bladder carcinoma; retinoblastoma; gastrointestinal stromal tumor; gestational trophoblastic neoplasm; myelofibrosis; glioblastoma multiforme; uterine corpus cancer; Malignant Pancreatic Neoplasm; salivary gland carcinoma; cancer; ureter cancer",nephrotoxicity (); immune system toxicity (); respiratory toxicity (); hematological toxicity (); cardiotoxicity (); gastrointestinal toxicity (); vascular toxicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL276832,HYDRALAZINE,Not available,congestive heart failure; hypertension; neoplasm; preeclampsia; heart disease; intracerebral hemorrhage; rectum cancer; stroke; atherosclerosis; Polycystic Kidney Disease; Hypercholesterolemia; cervical cancer; breast cancer; ovarian cancer; lung cancer; coronary artery disease; type 2 diabetes mellitus,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL501,AMPHETAMINE SULFATE,Not available,attention deficit hyperactivity disorder; cocaine dependence; narcolepsy-cataplexy syndrome; obesity,cardiotoxicity (); misuse (); neurotoxicity (),Not available,Norepinephrine transporter; Dopamine transporter,SINGLE PROTEIN,Norepinephrine transporter releasing agent; Dopamine transporter releasing agent,Not available,Not available
CHEMBL267345,AMPHOTERICIN B,Not available,"Leishmaniasis; cryptococcal meningitis; histoplasmosis; mucormycosis; sporotrichosis; aspergillosis; cryptococcosis; infection; visceral Leishmaniasis; cutaneous Leishmaniasis; ""Candidiasis, Invasive""; myelodysplastic syndrome; acute myeloid leukemia; leukemia; lung disease; allergic bronchopulmonary aspergillosis; mucormycosis; intracranial hypertension; acute lymphoblastic leukemia; multiple myeloma; Fuchs endothelial corneal dystrophy; chronic myeloproliferative disorder; bacterial vaginosis; blastomycosis; vulvovaginal candidiasis; candidiasis; fungal infectious disease; mucocutaneous Leishmaniasis; Chronic mucocutaneous candidosis; cancer",Not available,Not available,Ergosterol,SMALL MOLECULE,Ergosterol sequestering agent,Not available,Not available
CHEMBL90,HISTAMINE,Not available,"pterygium; seasonal allergic rhinitis; ""osteoarthritis, knee""; allergic rhinitis; non-Hodgkins lymphoma; inflammation; asthma; allergic disease; multiple sclerosis",Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL91,MICONAZOLE,Not available,infection; HIV infection; oral mucositis; tinea; tinea pedis; Pruritus; fungal infectious disease; intertrigo,Not available,Not available,Cytochrome P450 51,SINGLE PROTEIN,Cytochrome P450 51 inhibitor,Not available,Not available
CHEMBL92,DOCETAXEL ANHYDROUS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL93,ZILEUTON,Not available,nicotine dependence; idiopathic pulmonary fibrosis; chronic myelogenous leukemia; chronic obstructive pulmonary disease; inflammation; acne; lung cancer; asthma; sickle cell anemia,Not available,Not available,Arachidonate 5-lipoxygenase,SINGLE PROTEIN,Arachidonate 5-lipoxygenase inhibitor,Not available,Not available
CHEMBL94,PHYSOSTIGMINE,Not available,pain; insulin resistance; delirium; glaucoma,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL95,TACRINE,Not available,cocaine dependence; Dementia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL502,DONEPEZIL,Not available,skin disease; stroke; cocaine dependence; autism spectrum disorder; nicotine dependence; vascular dementia; anxiety; neuropathic pain; Dementia; Cognitive impairment; Classical progressive supranuclear palsy; delirium; Aphasia; amblyopia; injury; central nervous system disease; Ischemic stroke; depressive disorder; sensorineural hearing loss; Alzheimer disease; schizophrenia; type 2 diabetes mellitus; Parkinson disease; multiple sclerosis; fragile X syndrome; Urinary retention; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL503,LOVASTATIN,Not available,chronic obstructive pulmonary disease; HIV infection; cardiovascular disease; rheumatoid arthritis; stroke; melanoma; acute myeloid leukemia; metabolic disease; intermittent vascular claudication; Myocardial Ischemia; Hypercholesterolemia; inflammation; internal carotid artery stenosis; heart disease; cerebral atherosclerosis; Cognitive impairment; Disorder of lipid metabolism; porokeratosis; learning disability; breast cancer; ovarian cancer; prostate cancer; Cerebral arteriovenous malformation; coronary artery disease; atherosclerosis; hypothyroidism; coronary atherosclerosis; asthma; Parkinson disease; cerebrotendinous xanthomatosis; fragile X syndrome; Rett syndrome; neurofibromatosis type 1,Not available,Not available,HMG-CoA reductase,SINGLE PROTEIN,HMG-CoA reductase inhibitor,Not available,Not available
CHEMBL11662,OZAGREL,Not available,dry eye syndrome,Not available,Not available,Thromboxane-A synthase,SINGLE PROTEIN,Thromboxane-A synthase inhibitor,Not available,Not available
CHEMBL12610,BENZYDAMINE,Not available,rheumatic disease; vaginal inflammation; Arthralgia; Myalgia; oral mucositis,Not available,Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL504,DIMETHYL SULFOXIDE,Not available,Myalgia; Arthralgia; contracture; HIV infection; overactive bladder; cutaneous melanoma; interstitial cystitis; urgency urinary incontinence; Hyperreflexia; infection; cystitis; osteoarthritis; cancer,Not available,Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL505,CHLORPHENIRAMINE,Not available,seasonal allergic rhinitis; sunburn; chronic hepatitis B virus infection; influenza; allergic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL506,PRIMAQUINE,Not available,malaria; Plasmodium falciparum malaria; obesity; Plasmodium vivax malaria; glucosephosphate dehydrogenase deficiency; pneumocystosis; COVID-19,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL509,MECLOFENAMIC ACID,Not available,rheumatic disease; Arthralgia; Myalgia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL511,PYRILAMINE,Not available,Pruritus; allergic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL12713,SERTINDOLE,Not available,psychosis; anxiety; Dementia; depressive disorder; schizophrenia; Cognitive impairment,cardiotoxicity (); cardiotoxicity (),Not available,Adrenergic receptor alpha-1; Serotonin 2 receptors; 5-HT2a & 5-HT2c; Dopamine D2 receptor,PROTEIN FAMILY; SELECTIVITY GROUP; SINGLE PROTEIN,Adrenergic receptor alpha-1 antagonist; Dopamine D2 receptor antagonist; Serotonin 2 receptors; 5-HT2a & 5-HT2c antagonist,Not available,Not available
CHEMBL513,CARMUSTINE,Not available,astrocytoma; brain neoplasm; glioblastoma multiforme; medulloblastoma; multiple myeloma; Hodgkins lymphoma; neoplasm; chronic lymphocytic leukemia; neoplasm of mature B-cells; unspecified peripheral T-cell lymphoma; breast carcinoma; cutaneous melanoma; diffuse large B-cell lymphoma; leukemia; lymphoma; sarcoma; melanoma; anaplastic astrocytoma; anaplastic oligodendroglioma; Cutaneous T-cell lymphoma; relapsing-remitting multiple sclerosis; non-Hodgkins lymphoma; plasma cell leukemia; gliosarcoma; Mantle cell lymphoma; colorectal carcinoma; Abnormality of blood and blood-forming tissues; neuroblastoma; Stiff-Person syndrome; Sezary's disease; mycosis fungoides; neuromyelitis optica; Myasthenia gravis; chronic inflammatory demyelinating polyneuropathy; Central Nervous System Neoplasm; Opsoclonus-Myoclonus Syndrome; brain cancer; mixed glioma; breast cancer; ovarian cancer; prostate cancer; follicular lymphoma; malignant glioma; glioma; ependymoma; acute graft vs. host disease; acinar cell carcinoma; pancreatic ductal adenocarcinoma; Hereditary breast and ovarian cancer syndrome,Not available,Not available,Glutathione reductase; RNA; DNA,NUCLEIC-ACID; SINGLE PROTEIN,RNA inhibitor; DNA inhibitor; Glutathione reductase inhibitor,Not available,Not available
CHEMBL514,LOMUSTINE,Not available,"neoplasm; glioblastoma multiforme; acute myeloid leukemia; anaplastic astrocytoma; cutaneous melanoma; lymphoma; melanoma; multiple myeloma; medulloblastoma; ""Lymphoma, AIDS-Related""; sarcoma; metastasis; brain neoplasm; Central Nervous System Neoplasm; brain cancer; kidney cancer; lung cancer; lung neoplasm; breast neoplasm; malignant glioma; Hodgkins lymphoma; Malignant Bone Neoplasm; glioma; gliosarcoma; spinal cord neoplasm",hematological toxicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL515,CHLORAMBUCIL,Not available,acute lymphoblastic leukemia; chronic lymphocytic leukemia; MALT lymphoma; leukemia; lymphoma; Mantle cell lymphoma; neoplasm; gastric cancer; pancreatic ductal adenocarcinoma; focal segmental glomerulosclerosis; membranous glomerulonephritis; Hodgkins lymphoma,carcinogenicity (); teratogenicity (); hematological toxicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL516,CYPROHEPTADINE,Not available,stroke; Abdominal pain; Mitral regurgitation; allergic disease; alcohol dependence; COVID-19,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL12856,INAMRINONE,Not available,cardiovascular disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL517,DISOPYRAMIDE,Not available,cardiac arrhythmia; atrial fibrillation; heart failure,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL98,VORINOSTAT,Not available,HIV infection; multiple myeloma; non-small cell lung carcinoma; lymphoma; neuroblastoma; sarcoma; brain disease; Cutaneous T-cell lymphoma; pancreatic carcinoma; HIV-1 infection; neoplasm; myelodysplastic syndrome; male breast carcinoma; renal cell carcinoma; melanoma; mycosis fungoides; gliosarcoma; ovarian neoplasm; chronic lymphocytic leukemia; neoplasm of mature B-cells; Hodgkins lymphoma; MALT lymphoma; unspecified peripheral T-cell lymphoma; acute lymphoblastic leukemia; acute myeloid leukemia; acute promyelocytic leukemia; Burkitts lymphoma; chronic myelogenous leukemia; clear cell renal carcinoma; Crohn's disease; diffuse large B-cell lymphoma; glioblastoma multiforme; leukemia; prostate adenocarcinoma; small cell lung carcinoma; malignant pleural mesothelioma; anaplastic astrocytoma; anaplastic oligodendroglioma; medulloblastoma; spinal cord neoplasm; breast neoplasm; non-Hodgkins lymphoma; verrucous carcinoma; Juvenile Myelomonocytic Leukemia; Sezary's disease; Niemann-Pick disease; Mantle cell lymphoma; precursor T-cell lymphoblastic leukemia-lymphoma; colorectal carcinoma; soft tissue sarcoma; colorectal adenocarcinoma; essential thrombocythemia; papillary thyroid carcinoma; polycythemia vera; hypopharyngeal carcinoma; diffuse intrinsic pontine glioma; rectum cancer; pituitary-dependent Cushing's disease; childhood acute lymphoblastic leukemia; lymphoblastic lymphoma; gastric cancer; brain cancer; anus cancer; peritoneum cancer; fallopian tube cancer; liver cancer; mixed glioma; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; medullary thyroid gland carcinoma; follicular lymphoma; acute leukemia of ambiguous lineage; malignant colon neoplasm; oropharyngeal carcinoma; mesothelioma; laryngeal squamous cell carcinoma; lung cancer; brain neoplasm; skin neoplasm; T-cell non-Hodgkin lymphoma; Alzheimer disease; urinary bladder carcinoma; schizophrenia; sickle cell anemia; malignant epithelial tumor of ovary; lymphoid leukemia; cancer,Not available,Not available,Histone deacetylase 3; Histone deacetylase 1; Histone deacetylase 2; Histone deacetylase 6,SINGLE PROTEIN,Histone deacetylase 2 inhibitor; Histone deacetylase 6 inhibitor; Histone deacetylase 1 inhibitor; Histone deacetylase 3 inhibitor,Not available,Not available
